Date,Open,High,Low,Close,Adj Close,Volume
2005-11-01,126.699997,134.990005,124.800003,128.960007,107.650558,60948900
2005-12-01,130.500000,134.160004,124.339996,127.709999,106.607086,62056200
2006-01-01,126.699997,141.860001,124.230003,141.250000,117.909744,87171600
2006-02-01,141.399994,146.350006,137.800003,141.289993,118.163902,63470300
2006-03-01,141.979996,159.630005,139.179993,156.960007,131.269028,104268100
2006-04-01,157.990005,169.309998,156.919998,160.289993,134.053970,78063800
2006-05-01,160.300003,166.550003,140.419998,150.949997,126.505424,109492500
2006-06-01,150.919998,157.000000,136.789993,150.429993,126.069664,139219300
2006-07-01,151.929993,153.729996,138.970001,152.750000,128.013916,89186400
2006-08-01,151.630005,156.869995,145.660004,148.649994,124.878929,86544500
2006-09-01,148.699997,171.149994,147.130005,169.169998,142.117508,105586500
2006-10-01,168.509995,193.600006,168.509995,189.789993,159.440155,118997500
2006-11-01,191.000000,203.350006,182.699997,194.800003,163.962616,93586900
2006-12-01,195.699997,206.699997,191.520004,199.350006,167.792328,92344800
2007-01-01,200.600006,220.509995,197.820007,212.160004,178.574463,132539600
2007-02-01,213.440002,222.750000,194.649994,201.750000,170.096313,119592400
2007-03-01,197.119995,212.220001,189.850006,206.630005,174.210709,227470100
2007-04-01,207.669998,226.610001,203.289993,218.610001,184.311066,110794200
2007-05-01,219.080002,233.970001,215.350006,230.820007,194.916504,112049300
2007-06-01,232.080002,233.639999,212.559998,216.750000,183.034988,147822700
2007-07-01,217.500000,225.770004,187.250000,188.339996,159.044144,198394200
2007-08-01,187.029999,198.500000,157.380005,176.009995,148.899139,384073300
2007-09-01,176.179993,218.669998,175.000000,216.740005,183.355484,245168100
2007-10-01,215.410004,250.699997,213.000000,247.919998,209.732788,227631800
2007-11-01,243.550003,244.410004,201.570007,226.639999,192.029160,294444500
2007-12-01,226.089996,229.350006,196.899994,215.050003,182.209045,214258500
2008-01-01,214.800003,215.050003,175.419998,199.550003,169.076111,273646200
2008-02-01,199.149994,208.779999,169.000000,169.630005,143.978256,227080500
2008-03-01,169.289993,184.520004,140.270004,165.389999,140.379410,369718000
2008-04-01,171.490005,194.929993,161.679993,191.369995,162.430679,226867500
2008-05-01,191.770004,203.389999,170.800003,176.410004,150.011108,155761400
2008-06-01,177.000000,187.009995,161.210007,174.899994,148.727081,268616400
2008-07-01,173.130005,190.039993,152.250000,184.039993,156.499298,301859300
2008-08-01,185.000000,186.000000,152.589996,163.970001,139.703934,181266200
2008-09-01,167.500000,172.449997,86.309998,128.000000,109.057152,628148300
2008-10-01,127.320000,142.000000,74.000000,92.500000,78.810829,601615500
2008-11-01,92.000000,95.250000,47.410000,78.989998,67.505524,598157200
2008-12-01,75.800003,86.150002,60.220001,84.389999,72.120445,411474500
2009-01-01,84.019997,92.199997,59.130001,80.730003,68.992554,434975100
2009-02-01,78.779999,98.660004,78.570000,91.080002,77.837761,511687300
2009-03-01,87.860001,115.650002,72.779999,106.019997,91.099884,638449100
2009-04-01,104.099998,131.270004,103.940002,128.500000,110.416306,570092500
2009-05-01,127.900002,145.899994,126.160004,144.570007,124.224831,350808200
2009-06-01,145.800003,151.169998,137.009995,147.440002,127.016724,256181100
2009-07-01,147.589996,166.419998,135.229996,163.300003,140.679779,276099800
2009-08-01,165.199997,170.940002,157.199997,165.460007,142.540649,185686700
2009-09-01,164.800003,188.000000,158.139999,184.350006,159.157120,199442300
2009-10-01,184.009995,193.600006,169.679993,170.169998,146.914932,239994100
2009-11-01,171.589996,181.429993,163.220001,169.660004,146.474625,172931900
2009-12-01,171.250000,171.330002,160.199997,168.839996,146.078110,168254400
2010-01-01,170.050003,178.750000,147.809998,148.720001,128.670609,281861700
2010-02-01,149.820007,160.210007,148.869995,156.350006,135.271942,231970100
2010-03-01,156.509995,178.729996,156.169998,170.630005,147.957870,240364800
2010-04-01,171.720001,186.410004,143.300003,145.199997,125.906769,533264800
2010-05-01,147.839996,152.350006,134.199997,144.259995,125.091675,370736300
2010-06-01,144.259995,146.399994,131.020004,131.270004,114.112450,232977100
2010-07-01,131.690002,153.410004,129.500000,150.820007,131.107117,229090000
2010-08-01,152.820007,157.250000,135.789993,136.929993,119.032600,135451900
2010-09-01,139.009995,154.699997,137.800003,144.580002,125.998314,140199700
2010-10-01,145.199997,163.789993,144.699997,161.130005,140.421280,141630000
2010-11-01,161.770004,171.610001,156.139999,156.139999,136.072571,119779000
2010-12-01,158.449997,171.229996,157.000000,168.160004,146.870438,93645400
2011-01-01,170.550003,175.339996,160.119995,163.619995,142.905228,116535100
2011-02-01,163.860001,169.899994,161.320007,163.779999,143.045013,82986600
2011-03-01,163.550003,165.179993,153.259995,158.600006,138.815079,112097700
2011-04-01,159.770004,164.399994,149.550003,151.009995,132.171844,101954000
2011-05-01,152.199997,153.070007,133.639999,140.729996,123.174301,144717100
2011-06-01,139.949997,140.000000,128.300003,133.089996,116.787315,135783900
2011-07-01,133.429993,139.250000,125.500000,134.970001,118.437042,113317000
2011-08-01,136.919998,137.339996,103.160004,116.220001,101.983810,230480100
2011-09-01,115.550003,115.550003,91.400002,94.550003,83.219154,166764200
2011-10-01,93.739998,118.070000,84.269997,109.550003,96.421585,179485000
2011-11-01,103.489998,109.260002,87.599998,95.860001,84.372200,150193800
2011-12-01,94.580002,106.099998,86.900002,90.430000,79.900955,158615200
2012-01-01,92.970001,112.500000,92.419998,111.470001,98.491211,159706200
2012-02-01,112.610001,118.660004,111.400002,115.139999,101.733917,114450200
2012-03-01,115.970001,128.720001,113.110001,124.370003,110.221130,148682900
2012-04-01,124.139999,125.540001,110.070000,115.150002,102.050049,118236700
2012-05-01,114.839996,116.480003,93.699997,95.699997,84.812759,121117300
2012-06-01,94.070000,97.599998,90.430000,95.860001,85.360634,104497000
2012-07-01,96.559998,102.180000,91.150002,100.900002,89.848587,96498800
2012-08-01,101.269997,107.339996,96.720001,105.720001,94.140648,70895400
2012-09-01,105.550003,122.599998,105.540001,113.680000,101.673729,91155600
2012-10-01,116.669998,126.480003,116.220001,122.389999,109.463837,96115200
2012-11-01,122.820000,126.730003,113.839996,117.790001,105.349655,78473200
2012-12-01,118.419998,129.720001,115.620003,127.559998,114.571571,80380300
2013-01-01,131.300003,148.000000,129.619995,147.860001,132.804596,98912700
2013-02-01,148.509995,159.000000,146.619995,149.759995,134.511139,92481400
2013-03-01,148.119995,157.190002,144.679993,147.149994,132.615952,82855700
2013-04-01,146.669998,151.449997,137.289993,146.070007,131.642670,81816700
2013-05-01,145.830002,165.830002,140.389999,162.080002,146.071365,89480300
2013-06-01,161.559998,168.199997,148.710007,151.250000,136.741791,76021100
2013-07-01,152.779999,167.410004,149.279999,164.029999,148.295929,65295900
2013-08-01,165.740005,169.690002,151.330002,152.130005,137.537354,52123900
2013-09-01,154.479996,170.000000,153.419998,158.210007,143.502457,78759300
2013-10-01,158.860001,163.350006,152.830002,160.860001,145.906113,75131900
2013-11-01,161.029999,170.690002,159.610001,168.940002,153.234970,57399200
2013-12-01,169.880005,177.440002,164.770004,177.259995,161.309479,55718100
2014-01-01,176.949997,181.130005,163.300003,164.119995,149.351898,67649400
2014-02-01,165.149994,167.820007,159.770004,166.449997,151.472183,70386800
2014-03-01,164.220001,175.589996,160.770004,163.850006,149.609528,69380700
2014-04-01,164.759995,167.669998,151.649994,159.820007,145.929764,78693500
2014-05-01,159.800003,163.429993,153.710007,159.809998,145.920609,51072500
2014-06-01,159.779999,171.080002,157.910004,167.440002,153.409058,48294300
2014-07-01,166.350006,177.479996,161.529999,172.869995,158.384033,59886100
2014-08-01,172.380005,179.860001,168.020004,179.110001,164.101135,45996400
2014-09-01,179.259995,188.580002,176.619995,183.570007,168.709000,52395400
2014-10-01,183.190002,190.000000,171.259995,189.990005,174.609253,82923700
2014-11-01,190.350006,192.679993,187.550003,188.410004,173.157196,40108300
2014-12-01,188.000000,198.059998,182.399994,193.830002,178.707169,70221600
2015-01-01,195.300003,195.729996,172.320007,172.410004,158.958389,64108200
2015-02-01,172.990005,193.279999,172.259995,189.789993,174.982361,50150200
2015-03-01,190.000000,194.250000,182.710007,187.970001,173.848450,50310800
2015-04-01,187.940002,202.869995,186.960007,196.419998,181.663620,55748200
2015-05-01,198.449997,209.679993,194.009995,206.190002,190.699646,46697000
2015-06-01,207.320007,218.770004,205.649994,208.789993,193.706589,57901900
2015-07-01,211.630005,214.610001,203.199997,205.070007,190.255325,51974500
2015-08-01,205.750000,207.779999,172.100006,189.210007,175.541061,74974700
2015-09-01,184.240005,191.750000,167.490005,173.759995,161.762894,75963800
2015-10-01,174.399994,191.960007,169.869995,187.500000,174.554260,68601200
2015-11-01,188.320007,199.899994,186.559998,190.020004,176.900253,50690700
2015-12-01,191.220001,193.839996,172.899994,180.229996,168.360748,65471000
2016-01-01,175.789993,177.500000,151.119995,161.559998,150.920303,100189800
2016-02-01,160.410004,161.000000,139.050003,149.529999,139.682510,123724900
2016-03-01,150.949997,158.899994,148.750000,156.979996,147.279037,88703100
2016-04-01,156.460007,168.899994,149.369995,164.110001,153.968460,71372200
2016-05-01,165.080002,167.190002,153.740005,159.479996,149.624573,58432900
2016-06-01,157.899994,160.550003,138.199997,148.580002,139.969528,84293800
2016-07-01,148.490005,164.089996,142.619995,158.809998,149.606720,65644400
2016-08-01,158.809998,170.240005,155.369995,169.460007,159.639511,50549000
2016-09-01,170.000000,172.419998,157.770004,161.270004,152.518234,55335600
2016-10-01,160.500000,178.850006,160.250000,178.240005,168.567337,58811600
2016-11-01,179.000000,220.770004,174.729996,219.289993,207.389648,90417900
2016-12-01,220.929993,245.570007,220.350006,239.449997,227.157562,96096900
2017-01-01,242.699997,247.770004,228.160004,229.320007,217.547546,83814200
2017-02-01,230.509995,252.649994,227.050003,248.059998,235.325531,65167300
2017-03-01,253.710007,255.149994,220.850006,229.720001,218.496658,90305600
2017-04-01,230.000000,232.889999,213.179993,223.800003,212.865906,81431200
2017-05-01,224.899994,228.889999,209.619995,211.259995,200.938538,71757000
2017-06-01,212.610001,228.789993,210.789993,221.899994,211.769272,74347400
2017-07-01,224.460007,230.639999,218.000000,225.330002,215.042664,63113900
2017-08-01,227.089996,235.830002,215.750000,223.740005,213.525238,60429700
2017-09-01,224.550003,237.600006,214.639999,237.190002,227.134277,55573100
2017-10-01,237.199997,247.080002,235.190002,242.479996,232.199997,59100600
2017-11-01,243.889999,250.789993,233.550003,247.639999,237.141281,54376000
2017-12-01,249.779999,262.140015,244.009995,254.759995,244.726044,53592500
2018-01-01,257.769989,273.790009,248.839996,267.890015,257.338959,80616900
2018-02-01,266.149994,273.119995,239.289993,262.929993,252.574295,72971300
2018-03-01,262.609985,275.309998,244.369995,251.860001,242.619415,62342400
2018-04-01,251.259995,262.500000,237.509995,238.330002,229.585815,76273900
2018-05-01,237.509995,245.880005,224.089996,225.880005,217.592606,63073600
2018-06-01,228.399994,238.229996,219.119995,220.570007,213.228806,60707000
2018-07-01,219.750000,239.729996,218.889999,237.429993,229.527634,62274700
2018-08-01,238.500000,245.080002,226.570007,237.809998,229.895004,58750500
2018-09-01,237.759995,239.449997,223.800003,224.240005,217.494553,48635800
2018-10-01,226.220001,231.399994,208.399994,225.369995,218.590530,79100600
2018-11-01,225.759995,234.059998,188.119995,190.690002,184.953766,84619000
2018-12-01,194.000000,195.660004,151.699997,167.050003,162.681030,99800200
2019-01-01,164.330002,203.289993,163.350006,198.009995,192.831314,89708600
2019-02-01,198.000000,201.500000,188.220001,196.699997,191.555557,49619100
2019-03-01,198.750000,206.449997,186.500000,191.990005,187.723816,62988100
2019-04-01,194.000000,209.970001,193.610001,205.919998,201.344254,63471300
2019-05-01,206.399994,208.750000,182.309998,182.490005,178.434921,51152900
2019-06-01,181.699997,205.839996,180.729996,204.600006,200.955261,44089100
2019-07-01,208.000000,222.240005,203.539993,220.130005,216.208618,51996800
2019-08-01,219.350006,219.949997,193.710007,203.910004,200.277557,43352400
2019-09-01,201.100006,221.500000,196.580002,207.229996,204.815826,45995700
2019-10-01,207.009995,219.279999,193.990005,213.380005,210.894196,61684100
2019-11-01,215.259995,224.770004,214.750000,221.350006,218.771347,39274100
2019-12-01,220.970001,232.210007,210.000000,229.929993,228.532684,46468200
2020-01-01,231.000000,250.460007,229.490005,237.750000,236.305161,70831600
2020-02-01,238.360001,245.770004,194.850006,200.770004,199.549896,61724900
2020-03-01,201.410004,211.789993,130.850006,154.589996,154.589996,133808200
2020-04-01,146.100006,187.330002,141.669998,177.039993,177.039993,52813500
